,pT1,pT2,pT3,pT4
34343,99.25,7.515625,57.0,9.28125
34344,34.0,33.375,26.6875,17.4375
34345,20.0,7.109375,21.1875,20.625
34346,35.0,28.8125,19.0,10.09375
34347,94.5,12.78125,18.0,15.3125
34348,152.5,29.75,74.25,36.375
34349,66.0,21.5625,29.375,8.90625
34350,40.875,20.625,64.25,12.96875
34351,26.875,12.375,18.75,11.625
34352,62.25,52.125,33.125,5.375
34353,44.875,18.875,26.4375,1.015625
34354,62.75,26.9375,38.0,13.96875
34355,53.5,25.0625,38.0,23.375
34356,41.25,29.3125,30.6875,15.8125
34357,57.875,25.125,25.125,4.1875
34358,63.125,32.5,24.4375,20.125
34359,55.375,49.75,29.5,18.6875
34360,49.25,33.875,30.625,11.125
34361,50.125,42.5,29.0,21.125
34362,60.25,42.75,29.8125,6.796875
34363,74.5,34.375,22.5625,12.90625
34364,23.0,15.1875,18.4375,17.375
34365,62.75,24.0,37.875,19.3125
34366,67.75,23.875,27.0625,8.90625
34367,59.5,23.6875,57.75,22.25
34368,41.375,32.625,21.0625,8.71875
34369,67.75,12.15625,21.375,12.875
34370,24.1875,23.5,19.4375,11.875
34371,96.0,16.0,45.375,30.25
34372,37.0,13.0,30.6875,15.90625
34373,60.0,28.1875,56.5,10.125
34374,45.75,39.5,18.0,13.09375
34375,64.75,30.25,54.625,5.0625
34376,80.25,19.625,16.0625,3.171875
34377,57.125,9.625,26.25,3.4453125
34378,42.25,18.75,23.625,7.953125
34379,92.0,10.5,11.15625,9.03125
34380,52.0,47.5,34.25,6.296875
34381,66.25,29.6875,25.3125,8.34375
34382,89.75,22.4375,37.5,8.21875
34383,89.5,18.5,27.125,9.28125
34384,47.75,34.0,69.25,5.828125
34385,119.25,104.0,8.0625,2.15625
34386,55.5,30.4375,55.125,4.953125
34387,82.0,61.75,50.125,32.75
34388,68.0,32.25,32.25,7.0
34389,57.375,33.625,38.5,15.71875
34390,54.0,39.0,21.0,11.65625
34391,64.5,41.25,23.875,19.4375
34392,42.5,41.5,34.5,2.6484375
34393,54.25,33.125,13.40625,11.125
34394,23.75,20.5625,28.875,24.125
34395,45.75,34.75,23.75,15.21875
34396,43.125,8.625,32.875,13.0625
34397,39.375,38.5,41.625,6.515625
34398,34.125,17.25,28.625,20.375
34399,89.5,19.3125,55.0,9.6875
34400,60.25,23.8125,19.625,7.625
34401,40.625,15.875,33.25,3.53125
34402,40.0,22.5,32.125,5.75
34403,66.5,42.75,13.90625,11.3125
34404,74.75,14.875,15.0625,14.0625
34405,30.4375,20.3125,18.1875,16.4375
34406,99.5,35.625,13.09375,10.5
34407,54.5,8.40625,43.125,10.21875
34408,56.125,54.75,13.78125,13.53125
34409,74.5,67.0,16.25,7.140625
34410,54.125,30.625,26.3125,18.6875
34411,75.75,35.25,18.1875,11.96875
34412,85.75,12.8125,19.4375,15.9375
34413,43.25,15.78125,39.875,10.875
34414,56.25,35.875,18.8125,2.3671875
34415,47.75,17.9375,25.4375,9.46875
34416,40.25,18.3125,27.25,23.4375
34417,42.125,28.4375,24.875,12.15625
34418,55.875,22.125,20.1875,14.78125
34419,31.875,26.5625,14.8125,5.546875
34420,40.25,28.9375,24.9375,7.90625
34421,55.25,29.4375,27.25,1.63671875
34422,62.625,51.75,8.3125,7.53125
34423,26.3125,26.25,25.4375,15.75
34424,80.25,21.0,30.8125,30.5
34425,36.625,17.6875,32.5,3.953125
34426,51.125,22.375,30.8125,23.75
34427,62.5,25.5,6.75,6.15625
34428,59.25,27.875,29.9375,2.6953125
34429,47.0,32.625,33.25,5.0
34430,63.375,8.40625,16.625,10.03125
34431,52.0,2.9765625,22.6875,17.25
34432,49.25,39.0,17.75,5.1875
34433,41.875,20.75,36.375,29.625
34434,252.0,38.375,81.25,14.8125
34435,32.875,25.4375,32.75,3.0390625
34436,92.25,35.75,71.5,3.5546875
34437,61.0,29.0625,43.5,7.859375
34438,46.25,26.5,25.25,13.71875
34439,59.125,22.3125,37.375,28.0
34440,99.75,15.125,38.5,24.0625
34441,44.5,20.3125,25.0,19.9375
34442,48.75,29.375,51.75,4.015625
34443,71.75,12.875,14.34375,13.53125
34444,59.875,33.0,18.4375,15.15625
34445,50.25,43.125,40.5,13.75
34446,42.375,29.875,21.9375,7.3125
34447,52.125,31.375,31.9375,20.125
34448,25.1875,13.03125,28.5625,25.0
34449,45.5,8.40625,77.5,28.6875
34450,64.75,38.125,15.75,11.65625
34451,41.375,39.75,41.375,11.375
34452,75.0,19.8125,22.5625,4.296875
34453,56.5,21.875,8.46875,6.359375
34454,31.875,28.875,45.375,41.5
34455,53.125,42.375,7.921875,7.359375
34456,67.5,30.0,32.25,9.875
34457,63.0,25.875,10.4375,8.6875
34458,92.25,21.375,27.5625,15.375
34459,72.25,21.625,42.5,9.1875
34460,71.75,21.125,25.5625,8.40625
34461,49.5,38.75,24.4375,18.125
34462,35.875,6.0,15.34375,13.03125
34463,36.5,31.8125,19.5625,16.0
34464,71.75,31.1875,23.75,8.5625
34465,42.25,41.125,32.5,18.6875
34466,53.25,27.75,29.375,22.3125
34467,51.125,24.625,41.0,17.0
34468,114.25,26.5,40.875,3.0625
34469,49.25,34.5,16.0625,4.828125
34470,69.75,20.0,26.375,11.3125
34471,40.625,33.375,49.25,5.53125
34472,65.25,23.3125,45.0,11.53125
34473,88.75,35.5,53.125,8.8125
34474,35.0,23.9375,23.5,3.59375
34475,43.5,34.875,16.0,6.28125
34476,175.0,4.96875,187.5,22.875
34477,32.5,29.875,28.5,17.6875
34478,86.0,18.1875,13.28125,12.65625
34479,52.625,38.5,46.875,23.875
34480,50.125,14.4375,53.25,7.765625
34481,44.625,39.125,29.4375,9.09375
34482,77.75,22.4375,28.0,13.25
34483,93.75,64.0,76.0,70.25
34484,76.0,26.3125,17.5625,15.8125
34485,61.625,26.375,30.0625,4.15625
34486,59.5,41.25,18.5,8.5625
34487,47.0,29.625,47.25,16.875
34488,145.5,12.0,41.25,2.09375
34489,55.0,12.40625,21.4375,9.71875
34490,45.625,27.5625,24.125,22.4375
34491,45.0,36.125,16.625,6.40625
34492,53.125,36.875,25.1875,20.3125
34493,45.5,29.4375,41.125,10.46875
34494,36.625,17.8125,56.5,2.796875
34495,69.25,23.5625,36.625,5.6875
34496,54.0,49.625,15.71875,10.375
34497,111.75,34.5,29.625,6.265625
34498,55.25,30.4375,21.75,16.9375
34499,29.8125,29.25,31.8125,5.078125
34500,37.75,35.25,50.125,12.53125
34501,83.75,40.125,55.625,29.75
34502,69.5,20.1875,17.125,7.5
34503,38.875,3.1953125,25.125,17.0
34504,93.25,16.5,24.6875,24.4375
34505,31.6875,26.125,28.625,15.4375
34506,45.375,44.5,26.6875,18.875
34507,52.375,36.625,26.6875,6.25
34508,88.75,8.6875,28.1875,21.1875
34509,58.0,23.75,22.0,10.8125
34510,71.75,18.375,14.09375,12.5625
34511,43.25,34.125,39.25,12.46875
34512,78.0,20.5,14.375,14.34375
34513,58.75,36.75,26.875,19.9375
34514,54.625,25.1875,33.625,6.390625
34515,59.625,33.25,23.3125,13.84375
34516,32.375,10.59375,28.75,16.8125
34517,55.375,46.125,27.3125,11.53125
34518,162.0,13.875,17.875,7.828125
34519,70.5,16.375,22.375,4.96875
34520,73.75,24.25,23.0,9.875
34521,58.5,52.625,39.875,7.140625
34522,76.25,15.90625,38.0,25.625
34523,109.75,17.375,29.0625,11.3125
34524,28.0625,9.78125,17.3125,16.8125
34525,61.75,19.875,33.875,10.25
34526,193.0,7.09375,86.5,27.5625
34527,47.125,38.875,29.5625,7.875
34528,97.25,5.390625,23.375,8.0625
34529,57.375,56.75,15.4375,11.875
34530,35.5,20.5625,30.125,18.9375
34531,42.0,13.5625,21.0,10.375
34532,53.125,28.9375,26.5625,4.984375
34533,58.375,28.375,25.3125,24.0
34534,48.125,18.75,35.125,10.4375
34535,24.0625,21.0,30.25,25.25
34536,90.25,13.9375,19.5625,7.78125
34537,70.75,22.5625,36.625,11.71875
34538,81.75,3.9609375,26.5,16.4375
34539,56.75,21.1875,20.25,16.625
34540,17.75,16.3125,29.0625,12.8125
34541,27.6875,20.5,40.625,9.28125
34542,33.0,28.0625,24.3125,15.84375
34543,55.125,42.5,31.4375,26.4375
34544,79.5,16.0625,18.375,16.3125
34545,55.5,46.625,19.4375,14.5
34546,75.25,5.34375,9.875,8.15625
34547,205.0,9.6875,165.5,123.0
34548,39.25,38.125,13.90625,7.40625
34549,63.25,23.3125,39.0,12.75
34550,26.25,24.6875,34.25,17.6875
34551,45.375,31.3125,23.3125,17.375
34552,44.875,28.5625,26.375,17.0
34553,68.25,33.125,24.125,2.8125
34554,44.875,28.0,22.9375,17.9375
34555,77.25,22.1875,37.875,9.0625
34556,42.625,35.375,20.9375,6.78125
34557,82.5,19.0,13.21875,5.921875
34558,55.375,12.15625,6.21875,3.5703125
34559,67.75,28.9375,54.375,6.515625
34560,28.0,24.25,45.0,4.484375
34561,76.0,46.0,19.4375,5.515625
34562,46.25,7.4375,29.75,5.5
34563,93.25,31.125,47.75,11.09375
34564,25.0,19.125,8.75,7.890625
34565,57.75,18.625,29.375,17.25
34566,44.5,21.5,30.625,17.4375
34567,42.5,33.5,32.875,27.3125
34568,46.625,40.5,6.84375,6.171875
34569,45.0,30.4375,30.9375,6.328125
34570,49.625,20.8125,16.5,9.5625
34571,52.75,49.125,20.25,14.84375
34572,47.5,23.5,44.125,8.15625
34573,43.625,28.1875,32.875,5.53125
34574,88.25,36.375,16.9375,3.171875
34575,45.125,42.625,24.75,21.4375
34576,35.75,20.0,46.375,15.75
34577,68.25,31.1875,52.375,13.53125
34578,80.75,17.0625,29.75,12.125
34579,47.25,29.6875,14.5625,14.53125
34580,90.75,28.3125,39.125,25.625
34581,52.75,16.8125,33.25,22.5625
34582,111.5,10.6875,12.6875,12.6875
34583,33.375,4.40625,45.0,9.03125
34584,48.875,35.875,34.25,18.0625
34585,54.75,25.6875,35.625,29.75
34586,40.0,20.0625,23.75,17.5625
34587,39.5,31.6875,15.6875,7.125
34588,56.5,23.25,16.4375,16.25
34589,46.375,28.75,23.4375,18.3125
34590,77.0,16.5,23.3125,7.515625
34591,46.125,19.6875,31.875,24.5625
34592,19.0,18.8125,19.0625,10.40625
34593,66.0,38.75,16.75,3.4140625
34594,75.75,67.75,13.375,3.796875
34595,104.0,18.9375,46.375,4.71875
34596,78.0,19.3125,48.0,7.671875
34597,63.625,26.4375,26.8125,21.5
34598,87.75,27.875,28.375,8.1875
34599,67.0,23.6875,56.125,35.25
34600,72.25,7.90625,45.125,7.484375
34601,70.75,50.375,45.375,11.625
34602,51.125,21.5,28.1875,19.75
34603,37.125,28.875,29.0,9.71875
34604,53.625,26.8125,55.125,8.84375
34605,69.5,25.6875,33.0,8.78125
34606,70.0,24.3125,32.125,17.25
34607,80.75,21.3125,34.75,10.25
34608,49.5,36.125,28.125,9.0
34609,38.25,27.375,22.1875,12.4375
34610,43.125,20.3125,54.875,7.96875
34611,87.0,11.8125,19.25,12.21875
34612,57.625,52.25,24.0625,19.5
34613,50.875,24.8125,21.9375,7.859375
34614,49.25,37.25,31.6875,5.53125
34615,85.5,30.875,38.5,12.84375
34616,56.75,15.625,50.25,8.84375
34617,44.75,32.625,19.5,9.40625
34618,58.875,6.6875,35.75,6.09375
34619,41.625,15.9375,5.984375,3.734375
34620,113.25,9.65625,37.5,10.71875
34621,58.5,32.5,37.875,21.5
34622,51.875,20.4375,45.375,20.0625
34623,51.625,9.0625,28.6875,22.1875
34624,40.75,35.5,27.75,27.5
34625,91.25,26.625,14.75,6.5
34626,107.0,72.5,71.25,67.75
34627,28.8125,26.75,17.3125,15.96875
34628,23.4375,18.125,37.0,12.46875
34629,109.0,18.0,19.125,18.75
34630,69.25,34.0,18.375,6.921875
34631,55.375,33.75,25.3125,13.625
34632,45.625,7.359375,29.0625,17.75
34633,67.25,23.125,39.25,8.90625
34634,75.75,20.75,24.625,15.53125
34635,33.5,7.4375,42.75,2.4609375
34636,43.5,36.75,47.375,2.1171875
34637,59.25,35.625,14.53125,2.2578125
34638,65.0,32.5,61.5,38.375
34639,66.5,2.625,28.625,17.875
34640,31.5,23.0,28.25,5.046875
34641,37.75,34.625,42.5,3.375
34642,77.5,47.125,16.125,7.515625
34643,23.0625,20.3125,28.75,9.59375
34644,45.625,43.875,15.09375,11.78125
34645,47.75,26.6875,21.125,10.21875
34646,68.0,27.5,40.25,38.375
34647,51.125,44.0,28.9375,19.5625
34648,53.0,37.375,18.8125,16.5625
34649,58.125,12.71875,39.625,12.21875
34650,20.9375,8.09375,20.3125,3.7890625
34651,49.125,31.4375,22.1875,3.1640625
34652,27.625,9.28125,44.75,6.671875
34653,53.0,46.625,35.375,11.5
34654,97.0,13.65625,24.25,15.875
34655,39.625,26.9375,18.875,12.40625
34656,42.25,14.84375,27.125,24.8125
34657,51.375,32.5,26.25,19.5
34658,49.875,47.75,28.3125,15.03125
34659,46.5,26.375,31.3125,6.953125
34660,72.75,23.3125,36.875,9.25
34661,62.5,24.25,30.875,5.421875
34662,54.625,21.0625,21.5625,11.3125
34663,98.75,22.4375,7.171875,5.359375
34664,72.75,25.5,22.125,13.5
34665,40.5,30.3125,21.125,14.71875
34666,50.25,47.75,38.0,12.09375
34667,60.875,35.25,16.0625,10.375
34668,75.5,19.0,28.5625,10.21875
34669,79.0,18.8125,22.9375,20.75
34670,74.75,18.875,33.25,12.21875
34671,50.375,32.625,24.8125,4.8125
34672,46.25,37.375,29.0,11.15625
34673,97.25,10.28125,11.46875,4.65625
34674,115.0,15.71875,47.875,8.96875
34675,47.625,26.25,20.375,1.51171875
34676,65.5,56.375,22.375,3.4453125
34677,44.0,25.375,28.4375,14.28125
34678,47.25,38.5,15.78125,4.359375
34679,25.0,21.3125,31.0625,15.96875
34680,60.375,15.34375,34.5,25.875
34681,63.5,25.125,34.125,10.78125
34682,79.5,32.125,21.1875,14.375
34683,53.25,20.6875,26.0625,16.5
34684,177.0,104.0,37.375,25.1875
34685,37.625,13.71875,23.125,20.5625
34686,73.25,21.625,24.0625,9.0
34687,56.875,29.9375,25.75,24.3125
34688,56.5,28.5625,103.0,3.75
34689,88.75,18.875,17.75,15.65625
34690,25.8125,17.1875,34.75,20.0
34691,61.125,30.25,20.3125,17.0625
34692,82.25,18.8125,41.5,8.6875
34693,97.0,25.0,9.75,8.1875
34694,55.25,29.0625,19.25,17.4375
34695,49.875,35.75,10.625,7.40625
34696,53.625,30.5625,25.5625,11.0
34697,53.0,36.25,24.4375,19.6875
34698,28.125,4.5,44.875,11.75
34699,62.75,31.4375,25.875,12.25
34700,49.625,36.875,22.3125,17.375
34701,31.625,8.75,21.0625,1.94921875
34702,40.5,21.375,22.625,3.2578125
34703,67.75,31.9375,18.6875,0.974609375
34704,11.21875,11.15625,17.5625,9.65625
34705,77.0,7.859375,26.5,10.125
34706,49.375,19.9375,55.125,10.8125
34707,57.125,35.875,17.875,15.65625
34708,44.75,39.25,27.1875,10.34375
34709,48.375,33.875,34.5,5.203125
34710,42.375,3.359375,25.375,23.1875
34711,64.25,59.625,22.0,12.40625
34712,34.25,14.6875,26.5,12.375
34713,64.25,10.875,14.25,7.046875
34714,117.5,16.6875,6.171875,5.90625
34715,25.375,20.6875,35.125,5.34375
34716,32.25,7.140625,32.375,14.75
34717,15.625,8.78125,15.71875,14.4375
34718,58.5,44.25,13.8125,4.546875
34719,48.0,47.625,32.5,20.125
34720,44.875,36.25,35.25,8.21875
34721,47.0,42.875,28.5,9.9375
34722,60.0,24.9375,23.5625,22.9375
34723,34.75,27.625,25.625,17.625
34724,33.875,17.375,32.125,7.625
34725,63.125,32.375,41.125,24.4375
34726,59.75,50.25,15.8125,9.03125
34727,42.75,15.8125,38.5,6.109375
34728,63.625,24.5,37.125,3.0546875
34729,48.375,33.625,25.75,16.5625
34730,72.75,31.9375,19.125,14.90625
34731,39.5,29.8125,50.75,0.931640625
34732,51.875,22.1875,17.375,4.28125
34733,47.75,39.5,30.8125,4.78125
34734,82.25,36.25,19.9375,2.65625
34735,87.5,28.5625,15.59375,13.53125
34736,38.5,1.5,10.1875,3.6953125
34737,55.375,41.5,26.625,17.75
34738,28.1875,22.4375,38.75,19.3125
34739,42.875,16.5,22.6875,20.8125
34740,58.375,12.4375,20.1875,14.34375
34741,68.75,30.875,4.96875,4.234375
34742,50.625,25.125,30.5625,10.15625
34743,46.875,40.125,26.5,13.5
34744,54.125,11.34375,56.375,11.625
34745,59.125,50.125,20.875,7.078125
34746,26.125,17.375,28.25,12.8125
34747,100.0,8.125,17.4375,14.90625
34748,39.0,27.125,42.25,9.0
34749,56.875,13.4375,13.125,3.7109375
34750,61.375,28.0625,19.4375,1.85546875
34751,61.625,11.34375,16.4375,9.34375
34752,75.75,13.28125,29.9375,9.90625
34753,48.0,38.75,46.375,1.3828125
34754,64.5,15.8125,28.5,11.65625
34755,65.0,23.1875,29.375,20.75
34756,42.375,33.5,10.90625,10.65625
34757,45.125,37.375,12.3125,4.59375
34758,44.25,16.75,44.875,5.4375
34759,124.75,15.8125,60.5,31.8125
34760,58.625,26.6875,38.375,10.875
34761,46.375,43.625,5.84375,4.421875
34762,53.25,40.375,60.0,19.375
34763,41.25,35.375,36.75,14.71875
34764,48.0,43.75,33.25,5.84375
34765,59.375,47.25,22.75,12.09375
34766,70.5,20.5625,18.125,10.375
34767,23.5625,15.5625,35.875,21.4375
34768,46.375,24.0625,20.375,13.625
34769,60.875,16.3125,13.84375,10.09375
34770,57.5,31.6875,3.484375,2.6875
34771,98.5,22.5,13.53125,6.875
34772,68.0,22.9375,27.0625,12.71875
34773,64.75,21.375,22.25,10.28125
34774,73.0,25.75,24.75,3.4765625
34775,52.375,20.5,23.9375,5.734375
34776,54.625,41.25,18.75,10.9375
34777,33.875,16.375,20.5625,13.96875
34778,39.25,34.0,32.25,21.0
34779,72.0,33.875,14.46875,8.625
34780,58.125,34.25,21.75,10.90625
34781,57.375,29.6875,43.625,27.625
34782,46.375,32.0,30.0625,12.9375
34783,51.375,29.75,28.0625,8.15625
34784,47.5,18.6875,25.1875,24.375
34785,55.0,43.25,46.75,20.125
34786,60.0,32.75,18.625,14.0
34787,38.25,36.125,35.25,13.09375
34788,61.125,17.125,15.8125,12.375
34789,72.5,21.6875,23.875,19.625
34790,65.5,43.125,30.625,20.0
34791,27.875,24.3125,55.25,4.703125
34792,63.125,6.53125,26.875,10.0625
34793,61.375,40.25,24.8125,9.53125
34794,71.5,23.375,27.8125,1.53125
34795,82.25,14.90625,20.4375,14.40625
34796,81.0,24.625,23.75,9.6875
34797,111.25,10.0625,15.21875,6.234375
34798,18.75,4.765625,39.25,22.1875
34799,42.125,28.25,25.5625,16.8125
34800,50.0,33.75,30.8125,7.09375
34801,47.25,29.9375,34.0,6.8125
34802,59.0,16.8125,32.125,7.59375
34803,55.25,23.125,49.125,13.78125
34804,42.25,38.375,34.125,10.09375
34805,55.125,53.625,14.90625,3.7421875
34806,40.75,37.0,21.125,20.4375
34807,48.25,31.875,27.1875,14.84375
34808,91.75,24.5,67.5,62.125
34809,48.625,35.0,22.4375,7.75
34810,87.5,28.1875,32.875,11.65625
34811,40.0,19.5625,39.25,12.1875
34812,45.0,30.4375,47.5,11.28125
34813,52.125,21.875,10.90625,7.703125
34814,53.0,31.6875,24.0,2.9609375
34815,53.375,42.625,20.5625,15.65625
34816,56.125,32.0,25.0,20.5
34817,52.875,28.5,19.8125,8.34375
34818,38.125,24.5625,13.46875,5.4375
34819,24.5,21.5625,30.0625,12.46875
34820,41.125,20.6875,38.625,26.9375
34821,47.625,11.90625,9.90625,5.3125
34822,52.875,41.0,30.5,10.71875
34823,51.0,33.5,29.25,9.75
34824,27.4375,24.6875,30.8125,24.0
34825,38.5,31.3125,55.75,10.65625
34826,30.3125,24.625,27.4375,19.9375
34827,51.125,32.875,26.25,17.125
34828,79.25,15.96875,37.125,15.5
34829,75.75,27.375,32.375,13.65625
34830,37.375,23.1875,23.625,12.65625
34831,40.875,16.6875,22.375,16.75
34832,61.625,32.25,25.6875,21.0
34833,37.875,28.0,21.375,20.4375
34834,31.25,19.6875,46.625,20.625
34835,33.5,30.1875,34.25,21.3125
34836,104.5,16.625,26.4375,12.0625
34837,66.5,22.25,27.4375,16.1875
34838,122.0,70.25,78.5,28.4375
34839,68.25,30.0,23.625,15.0625
34840,19.25,6.140625,7.78125,5.75
34841,90.0,49.125,32.125,10.8125
34842,79.5,40.375,28.4375,12.125
34843,77.25,19.0625,31.75,18.5625
34844,53.875,29.5,41.125,6.6875
34845,71.75,23.4375,32.0,15.5625
34846,54.5,16.1875,15.875,9.65625
34847,104.5,16.3125,31.5625,10.90625
34848,65.0,20.125,30.8125,23.8125
34849,27.8125,25.0,20.0625,14.0625
34850,44.0,17.125,41.875,7.171875
34851,55.625,29.75,39.75,9.25
34852,44.75,16.5,28.0,19.8125
34853,38.0,37.375,18.5,15.75
34854,46.0,36.5,36.0,16.9375
34855,47.375,34.75,16.875,16.4375
34856,97.75,15.15625,23.0625,4.765625
34857,50.0,24.25,40.0,7.53125
34858,44.375,38.75,18.0625,14.21875
34859,119.75,20.4375,26.1875,3.5546875
34860,51.125,37.625,14.625,4.5
34861,62.125,8.1875,26.3125,8.78125
34862,44.625,20.75,20.375,15.03125
34863,59.0,49.125,10.90625,8.84375
34864,43.125,21.5,32.875,14.25
34865,75.25,15.71875,28.0625,3.2421875
34866,41.125,32.0,17.1875,3.2109375
34867,78.75,22.625,14.09375,13.65625
34868,57.5,19.9375,17.125,10.8125
34869,31.875,24.75,45.875,21.9375
34870,202.5,112.75,33.75,10.09375
34871,43.75,30.1875,34.25,10.125
34872,47.5,32.625,36.375,16.6875
34873,51.75,11.0625,24.9375,11.78125
34874,42.125,14.125,49.25,17.875
34875,60.625,30.625,32.625,12.21875
34876,26.5,7.421875,19.6875,10.5
34877,44.375,31.1875,49.0,2.2421875
34878,28.75,18.5625,25.0,9.5
34879,52.125,49.875,16.875,10.0
34880,55.5,29.6875,23.5,16.875
34881,54.375,17.8125,20.9375,19.0625
34882,105.75,33.5,27.1875,24.3125
34883,52.375,12.4375,27.375,14.9375
34884,41.75,31.625,44.75,4.921875
34885,42.5,42.125,26.625,10.125
34886,34.25,34.125,18.4375,12.15625
34887,34.375,21.3125,43.25,13.40625
34888,36.125,14.8125,29.25,26.5
34889,44.875,22.1875,44.625,8.21875
34890,66.5,41.5,33.5,20.1875
34891,59.75,33.25,26.0625,6.484375
34892,84.5,20.125,26.25,19.3125
34893,64.5,26.375,40.625,14.75
34894,133.0,90.75,13.875,2.7578125
34895,52.125,23.625,21.4375,13.9375
34896,64.25,13.625,32.0,8.15625
34897,70.75,28.5625,11.25,6.625
34898,32.875,8.78125,57.25,17.0
34899,62.75,17.0625,49.125,6.15625
34900,38.375,35.75,39.75,16.4375
34901,24.0625,12.25,35.625,14.3125
34902,64.0,28.625,46.875,5.859375
34903,53.0,18.1875,19.5,12.09375
34904,71.5,23.8125,28.5,22.75
34905,38.625,22.375,50.25,22.5625
34906,57.125,35.75,22.9375,5.390625
34907,48.0,19.5,25.4375,21.8125
34908,66.25,5.4375,21.4375,9.28125
34909,34.0,19.75,43.375,12.125
34910,25.8125,22.6875,28.75,10.84375
34911,42.75,33.875,48.875,5.28125
34912,80.75,19.875,10.5625,10.15625
34913,37.375,20.625,41.125,5.5625
34914,36.875,18.9375,37.375,32.625
34915,40.75,33.875,46.625,9.6875
34916,59.25,21.9375,37.125,32.625
34917,62.25,24.5,24.6875,14.96875
34918,72.25,60.375,10.84375,9.53125
34919,52.375,12.125,30.5625,13.40625
34920,66.5,31.6875,22.0625,15.09375
34921,82.5,20.9375,16.0,9.0
34922,37.875,15.125,18.1875,13.5
34923,23.8125,7.828125,34.125,10.40625
34924,66.0,24.625,16.875,16.1875
34925,99.25,9.4375,24.0625,7.515625
34926,76.75,19.9375,32.75,0.53515625
34927,102.5,22.8125,11.6875,3.2890625
34928,70.0,30.6875,13.15625,0.17431640625
34929,70.75,29.625,41.875,3.9453125
34930,46.25,21.125,19.4375,7.375
34931,39.875,39.5,17.625,7.484375
34932,54.875,36.75,20.75,18.6875
34933,49.0,38.625,28.8125,7.53125
34934,59.5,27.9375,33.5,0.361328125
34935,109.0,12.125,13.25,10.71875
34936,25.9375,23.4375,29.5,26.375
34937,57.625,30.125,11.59375,7.46875
34938,28.25,1.55859375,15.625,12.5625
34939,45.0,32.75,24.8125,9.03125
34940,44.125,18.0625,47.75,2.703125
34941,64.5,27.6875,21.0,11.53125
34942,57.0,24.6875,28.8125,16.625
34943,52.125,4.34375,30.3125,7.359375
34944,37.75,25.3125,32.625,17.0625
34945,84.0,27.6875,34.125,2.4375
34946,72.25,19.4375,17.0625,14.625
34947,44.375,10.6875,45.5,16.0625
34948,87.25,21.125,18.375,17.875
34949,77.0,22.625,34.25,4.09375
34950,68.0,21.0,51.0,9.65625
34951,43.375,34.125,50.5,9.03125
34952,44.75,41.25,44.25,9.0
34953,122.75,22.625,52.375,19.75
34954,68.75,32.5,19.4375,12.78125
34955,88.0,19.625,66.0,11.25
34956,56.125,27.375,37.875,10.15625
34957,39.875,24.3125,37.375,11.71875
34958,37.5,31.0625,34.375,20.0
34959,50.875,4.1875,24.4375,18.8125
34960,50.0,18.6875,19.1875,6.953125
34961,63.75,25.0625,34.0,23.0625
34962,32.375,32.25,15.71875,13.125
34963,80.5,23.25,20.8125,14.15625
34964,53.75,15.75,52.25,19.9375
34965,45.5,38.5,20.125,9.28125
34966,40.75,22.9375,19.9375,13.25
34967,51.0,44.75,15.03125,14.0
34968,77.5,25.1875,62.875,8.71875
34969,46.625,36.625,27.625,6.234375
34970,61.5,29.375,18.8125,16.8125
34971,26.0,20.4375,34.375,16.5625
34972,29.1875,22.25,24.9375,18.125
34973,43.0,37.875,31.875,17.1875
34974,40.875,39.375,41.75,14.65625
34975,96.0,27.625,79.0,4.28125
34976,58.75,12.0,24.875,8.15625
34977,47.0,45.25,13.96875,6.8125
34978,54.25,3.125,11.3125,10.09375
34979,63.0,24.4375,26.125,22.3125
34980,51.875,49.125,17.375,15.375
34981,37.25,37.125,33.125,22.0
34982,78.75,16.375,32.75,7.296875
34983,46.75,0.4072265625,48.625,25.3125
34984,60.5,25.9375,21.6875,14.625
34985,62.0,23.375,38.0,6.921875
34986,30.375,25.0625,28.125,20.4375
34987,55.375,22.4375,29.6875,10.65625
34988,51.25,39.375,14.71875,9.125
34989,91.5,47.875,53.375,36.25
34990,48.875,26.75,26.1875,24.875
34991,71.75,41.25,11.21875,10.09375
34992,51.25,14.6875,52.875,5.75
34993,41.125,14.78125,32.0,17.375
34994,54.375,33.125,26.0,23.625
34995,45.0,19.4375,38.125,24.5625
34996,68.25,37.625,40.375,13.125
34997,38.5,14.5625,36.5,12.875
34998,57.875,31.5,37.0,8.6875
34999,73.25,16.25,13.5625,13.03125
35000,73.0,33.25,26.5625,18.5625
35001,67.75,13.8125,25.4375,15.15625
35002,100.75,13.28125,23.1875,14.03125
35003,69.75,22.1875,25.4375,15.03125
35004,38.125,27.75,11.625,4.359375
35005,39.625,30.75,21.0625,15.1875
35006,69.5,26.625,16.1875,11.4375
35007,54.375,30.6875,48.625,15.0625
35008,71.25,25.6875,48.0,8.125
35009,109.75,97.25,13.28125,13.15625
35010,53.0,50.125,21.5,5.171875
35011,65.75,32.75,45.625,17.8125
35012,40.875,21.6875,35.0,13.78125
35013,64.0,44.125,18.25,4.953125
35014,19.25,7.53125,29.625,17.9375
35015,129.0,46.0,57.25,17.125
35016,93.75,20.25,115.0,19.25
35017,43.875,30.9375,32.75,25.4375
35018,43.25,30.4375,32.125,12.1875
35019,90.25,55.5,47.625,7.3125
35020,47.625,29.75,32.625,19.625
35021,34.25,31.0,23.125,9.53125
