,pT1,pT2,pT3,pT4
67659,45.625,9.875,41.625,22.3125
67660,59.125,31.8125,38.25,0.626953125
67661,23.1875,15.40625,27.625,17.25
67662,31.4375,27.8125,26.3125,16.5
67663,65.0,21.9375,30.375,18.3125
67664,48.375,12.25,10.75,9.0
67665,92.75,17.0625,31.875,4.375
67666,37.5,15.6875,29.875,5.734375
67667,52.25,27.1875,9.40625,9.1875
67668,32.0,24.4375,39.75,7.4375
67669,86.0,22.375,17.3125,15.0625
67670,103.5,14.59375,80.25,13.65625
67671,26.375,24.3125,16.625,14.5
67672,57.375,49.625,13.3125,9.6875
67673,91.0,69.0,81.75,9.78125
67674,42.875,38.75,35.25,5.859375
67675,44.625,31.875,26.25,19.125
67676,30.1875,24.0,47.25,12.78125
67677,53.625,37.0,42.25,6.28125
67678,26.75,14.9375,35.875,9.0
67679,44.625,27.8125,37.625,16.375
67680,83.75,62.125,22.1875,6.84375
67681,57.375,28.3125,41.375,11.65625
67682,40.75,39.625,31.8125,13.40625
67683,20.875,9.96875,15.78125,9.96875
67684,46.25,10.84375,26.0,13.8125
67685,111.75,24.1875,58.75,6.125
67686,35.75,14.59375,43.0,15.75
67687,56.75,13.5,55.375,4.9375
67688,74.25,24.5,30.25,7.28125
67689,37.5,26.4375,30.5625,25.25
67690,82.25,36.125,24.875,3.375
67691,49.25,45.875,23.8125,10.75
67692,48.25,45.625,27.8125,16.375
67693,60.125,28.5625,28.0,11.0
67694,34.625,32.125,66.25,3.46875
67695,44.125,20.1875,33.375,21.625
67696,42.5,33.0,17.875,10.5625
67697,44.375,33.875,16.0625,6.1875
67698,76.0,40.0,66.5,14.09375
67699,63.25,24.9375,24.375,3.59375
67700,44.5,35.375,20.3125,11.09375
67701,45.875,16.0625,22.9375,15.9375
67702,28.875,23.5625,21.0625,13.375
67703,27.125,26.6875,28.9375,19.25
67704,163.0,17.125,31.8125,18.0625
67705,33.875,20.6875,34.125,13.0625
67706,44.25,38.0,12.125,6.546875
67707,57.625,24.6875,43.125,10.1875
67708,56.25,26.0625,39.625,12.625
67709,43.0,9.84375,36.5,20.3125
67710,52.375,37.125,29.875,23.1875
67711,79.25,12.0,8.875,4.46875
67712,59.75,40.375,34.125,10.90625
67713,74.25,15.96875,10.25,6.859375
67714,42.5,36.5,27.125,21.0
67715,46.625,24.625,36.625,25.375
67716,60.875,45.5,30.8125,22.75
67717,52.75,41.375,25.1875,14.28125
67718,70.25,14.90625,18.1875,10.09375
67719,35.25,32.125,12.5625,8.9375
67720,65.0,44.75,43.875,6.96875
67721,100.75,17.6875,23.875,19.1875
67722,58.5,23.5625,27.25,13.1875
67723,62.625,40.875,14.96875,10.4375
67724,47.875,46.25,30.375,17.25
67725,59.125,35.5,19.5,4.890625
67726,54.25,19.1875,40.125,11.8125
67727,63.25,25.5,21.625,9.78125
67728,94.0,12.65625,17.5,10.5625
67729,65.75,19.8125,14.125,10.21875
67730,43.125,42.5,17.5625,16.125
67731,36.5,9.53125,35.125,16.0
67732,54.0,32.875,30.875,9.90625
67733,70.75,28.0,34.375,9.53125
67734,51.25,47.0,16.4375,8.3125
67735,58.625,33.375,12.8125,12.34375
67736,88.0,21.3125,27.4375,14.40625
67737,83.5,23.5,22.1875,11.03125
67738,46.5,35.0,25.4375,19.125
67739,50.375,41.25,22.9375,21.5
67740,45.5,12.3125,26.0625,18.75
67741,49.5,28.4375,23.5,16.5625
67742,42.625,25.0625,50.75,7.90625
67743,60.625,39.125,32.625,8.9375
67744,59.0,26.6875,38.875,22.75
67745,35.125,16.9375,44.625,24.5
67746,37.25,13.5625,29.75,21.0
67747,60.375,42.625,15.71875,12.40625
67748,39.0,35.25,17.125,12.625
67749,45.0,30.9375,32.25,16.5
67750,41.875,33.75,31.25,8.59375
67751,41.125,6.40625,28.125,8.03125
67752,56.125,32.625,30.8125,4.578125
67753,41.875,18.9375,38.5,11.6875
67754,49.25,28.125,23.5625,9.0625
67755,58.75,28.8125,25.4375,8.03125
67756,46.75,38.875,17.0625,15.46875
67757,52.0,25.4375,29.3125,14.34375
67758,37.75,34.125,17.5,8.15625
67759,65.5,26.0,19.9375,13.375
67760,57.75,30.6875,35.0,15.6875
67761,66.5,23.3125,27.4375,10.59375
67762,50.5,18.1875,25.8125,9.34375
67763,53.75,33.375,28.3125,7.671875
67764,32.875,30.0,34.125,5.921875
67765,121.75,83.75,92.5,16.3125
67766,102.25,50.125,20.75,13.78125
67767,74.75,19.875,34.625,7.375
67768,39.5,33.625,23.6875,20.125
67769,37.875,28.8125,27.4375,9.4375
67770,69.0,21.4375,35.25,10.71875
67771,76.0,27.375,14.40625,7.875
67772,63.0,28.0,17.125,13.03125
67773,58.25,48.0,18.9375,5.421875
67774,59.125,18.25,58.25,5.71875
67775,44.625,32.875,48.625,5.84375
67776,59.125,26.5625,30.375,24.0
67777,41.75,36.625,45.125,11.03125
67778,68.25,35.625,23.125,11.625
67779,49.75,25.625,23.6875,11.875
67780,50.75,21.0,20.375,11.75
67781,49.875,34.5,44.375,14.28125
67782,36.5,35.75,10.625,10.21875
67783,46.0,12.28125,33.5,12.6875
67784,49.75,21.125,66.25,16.8125
67785,40.5,16.25,18.1875,14.6875
67786,68.75,34.0,35.875,5.546875
67787,74.0,19.0,14.96875,12.78125
67788,67.75,38.125,26.3125,22.625
67789,82.0,2.28125,19.3125,13.15625
67790,28.8125,20.5625,34.75,17.5
67791,49.875,30.5,41.125,14.25
67792,46.0,26.0,58.375,4.265625
67793,60.625,26.5625,15.09375,10.28125
67794,53.875,28.5625,27.75,19.1875
67795,64.0,17.25,28.3125,18.25
67796,48.75,8.625,19.0,16.0
67797,249.5,19.25,40.5,30.8125
67798,42.875,34.875,46.0,25.0625
67799,69.0,31.0625,13.9375,9.90625
67800,55.375,22.75,23.5625,20.0
67801,57.625,44.5,23.625,16.6875
67802,73.5,33.375,32.375,21.875
67803,41.375,40.625,50.75,11.125
67804,71.75,28.1875,32.125,5.171875
67805,33.0,22.0,39.375,16.0
67806,66.0,10.3125,35.5,4.15625
67807,50.125,41.625,20.5625,6.171875
67808,48.875,40.0,22.4375,13.40625
67809,89.25,21.8125,16.125,15.28125
67810,77.0,20.6875,10.625,7.578125
67811,12.5625,7.875,45.125,21.75
67812,39.75,10.90625,36.625,14.59375
67813,36.25,17.4375,24.875,22.75
67814,57.0,30.1875,33.25,25.8125
67815,35.625,20.9375,9.65625,6.765625
67816,61.25,21.0625,41.25,19.75
67817,98.25,17.75,25.5,20.0625
67818,58.125,27.25,24.5,7.0
67819,39.25,38.5,24.0625,5.203125
67820,94.0,77.75,37.25,7.953125
67821,49.625,30.875,35.0,6.625
67822,65.75,22.1875,11.21875,10.03125
67823,67.25,19.875,17.8125,12.59375
67824,60.0,11.84375,20.5,18.6875
67825,34.375,17.75,18.3125,15.375
67826,75.5,24.5,26.375,5.984375
67827,27.25,19.125,15.9375,15.78125
67828,51.75,35.75,16.1875,11.40625
67829,70.75,23.125,24.0,8.3125
67830,44.5,41.875,32.125,13.21875
67831,55.0,29.375,17.875,16.25
67832,50.625,11.09375,36.875,31.3125
67833,41.75,33.625,28.0625,13.5625
67834,52.5,28.375,32.25,14.59375
67835,53.75,28.1875,19.75,12.0
67836,82.0,21.5,17.4375,14.75
67837,39.5,10.5,28.0625,5.65625
67838,66.75,26.0,39.25,10.4375
67839,74.25,27.3125,26.625,13.59375
67840,34.875,10.3125,29.75,28.625
67841,50.625,33.125,28.375,15.125
67842,51.125,33.5,27.0,23.625
67843,49.875,24.4375,27.375,8.5625
67844,120.25,9.25,24.125,5.703125
67845,102.0,33.25,39.875,1.40625
67846,54.25,14.71875,44.0,9.6875
67847,55.375,30.625,22.4375,8.4375
67848,44.0,38.625,30.0625,6.6875
67849,57.875,27.625,13.96875,10.03125
67850,66.75,22.9375,18.5625,16.125
67851,102.25,5.8125,14.78125,6.4375
67852,74.5,24.0625,37.25,8.46875
67853,54.375,32.375,25.25,23.0
67854,50.0,18.125,14.84375,13.625
67855,127.75,65.0,16.875,9.90625
67856,32.875,20.3125,28.625,13.09375
67857,78.0,19.9375,23.25,17.625
67858,63.375,49.125,20.875,6.859375
67859,74.0,31.8125,48.25,8.9375
67860,46.625,17.1875,20.125,16.0625
67861,58.125,34.375,17.5,13.15625
67862,25.5625,12.375,45.75,21.8125
67863,31.625,30.875,9.34375,9.3125
67864,76.5,27.75,59.625,14.375
67865,54.875,37.625,19.125,5.5625
67866,50.5,32.375,25.25,17.25
67867,76.25,26.125,8.5625,6.828125
67868,81.75,8.5,24.75,17.375
67869,40.125,36.75,27.1875,18.8125
67870,83.5,24.9375,7.46875,4.390625
67871,33.375,32.5,47.625,3.4453125
67872,45.5,35.125,62.0,4.5
67873,63.875,16.125,20.4375,15.5
67874,93.0,33.25,95.0,66.75
67875,33.625,18.375,28.375,4.078125
67876,67.75,23.1875,27.5,16.125
67877,77.0,15.1875,28.6875,9.09375
67878,107.0,13.59375,33.875,7.96875
67879,57.5,15.28125,39.375,5.125
67880,61.875,31.3125,50.0,12.6875
67881,33.125,28.9375,11.53125,9.15625
67882,44.75,34.5,42.25,11.15625
67883,42.75,41.25,17.6875,11.3125
67884,69.25,19.375,50.75,14.375
67885,82.75,28.6875,22.1875,5.5625
67886,54.0,31.125,15.78125,14.1875
67887,57.375,28.9375,22.8125,15.0
67888,55.25,20.5,47.0,16.75
67889,56.5,33.375,16.375,6.515625
67890,34.125,26.6875,35.5,17.6875
67891,158.5,51.25,188.5,43.0
67892,68.0,23.25,28.0,4.3125
67893,52.125,22.6875,22.875,2.0625
67894,59.25,25.5,27.5,4.265625
67895,75.75,13.25,23.25,13.25
67896,38.5,11.1875,47.5,7.90625
67897,33.25,6.0625,34.875,29.3125
67898,85.5,34.0,22.125,11.34375
67899,87.0,17.125,31.375,9.125
67900,132.0,26.5,64.25,22.9375
67901,53.625,42.0,23.3125,11.4375
67902,37.875,30.6875,21.1875,16.75
67903,67.0,21.6875,15.9375,10.40625
67904,32.25,31.0625,40.25,9.21875
67905,53.875,29.8125,38.125,22.3125
67906,33.0,24.1875,27.6875,10.90625
67907,64.5,33.375,24.875,10.96875
67908,49.75,34.125,29.1875,26.0
67909,45.875,19.125,26.0,21.125
67910,39.0,36.125,21.6875,18.5625
67911,52.5,37.5,31.375,21.0
67912,30.8125,22.125,39.25,28.9375
67913,186.0,113.25,27.4375,16.125
67914,52.625,24.1875,9.6875,7.859375
67915,39.875,39.5,42.875,13.3125
67916,152.0,10.40625,65.5,1.8828125
67917,45.125,15.65625,16.125,11.96875
67918,62.75,24.4375,56.875,2.7421875
67919,128.5,43.5,76.0,33.75
67920,50.0,36.25,23.6875,13.375
67921,89.0,19.1875,11.96875,6.265625
67922,61.625,20.9375,25.25,13.34375
67923,64.75,44.5,11.3125,9.59375
67924,112.75,14.78125,29.1875,11.125
67925,53.375,28.0,37.125,3.8828125
67926,48.625,29.0625,22.4375,7.375
67927,38.25,16.5,39.375,11.3125
67928,69.75,26.25,27.0625,24.0
67929,47.75,28.375,33.75,5.578125
67930,58.25,35.375,31.25,29.125
67931,39.875,37.875,18.0625,4.703125
67932,48.25,36.125,24.4375,14.75
67933,72.0,18.5,34.75,10.65625
67934,60.25,50.0,14.03125,6.84375
67935,36.0,17.5,34.125,18.5
67936,36.5,32.25,23.25,11.8125
67937,48.125,36.25,29.75,12.5
67938,60.625,14.875,28.25,22.3125
67939,49.875,36.5,14.9375,8.21875
67940,81.25,61.0,26.6875,6.0625
67941,180.5,16.4375,80.25,15.1875
67942,44.375,20.8125,38.125,17.5
67943,62.125,30.0,41.375,7.96875
67944,48.0,35.75,21.625,5.0
67945,62.0,8.21875,25.9375,11.78125
67946,50.125,29.0625,26.3125,18.6875
67947,37.625,33.125,45.875,9.625
67948,54.875,20.375,22.0625,15.34375
67949,45.0,37.5,21.0,20.5625
67950,36.25,30.75,38.25,21.375
67951,71.5,20.125,40.875,3.3125
67952,54.0,37.25,23.8125,13.0625
67953,39.0,37.125,45.125,4.875
67954,88.0,33.75,22.0,5.3125
67955,39.625,29.0625,55.875,19.6875
67956,38.625,37.625,14.03125,10.96875
67957,51.125,25.8125,28.4375,18.5
67958,56.5,12.09375,30.125,15.0625
67959,43.75,15.1875,24.5625,8.9375
67960,77.5,18.625,13.71875,7.734375
67961,43.5,17.9375,18.3125,14.25
67962,52.625,33.0,23.75,14.625
67963,54.125,24.9375,27.5625,17.875
67964,76.25,35.625,9.625,8.4375
67965,44.75,33.75,28.125,10.90625
67966,32.375,27.0625,31.375,12.15625
67967,69.5,29.4375,21.6875,3.6953125
67968,44.75,24.875,24.8125,17.8125
67969,53.625,43.125,15.46875,15.46875
67970,48.25,46.125,20.375,14.0
67971,36.875,18.3125,26.4375,22.8125
67972,46.25,33.0,43.25,7.3125
67973,76.75,39.375,52.375,24.1875
67974,25.1875,23.375,34.75,32.25
67975,73.25,31.875,28.75,4.28125
67976,47.625,34.625,18.9375,12.34375
67977,41.5,24.8125,22.5,10.59375
67978,43.25,38.875,23.6875,19.375
67979,38.625,21.375,36.625,7.203125
67980,39.5,39.25,20.5,20.0625
67981,67.0,26.75,22.1875,22.125
67982,31.6875,28.6875,68.5,1.875
67983,33.875,26.75,14.78125,13.59375
67984,58.25,15.5625,54.5,12.8125
67985,48.875,42.25,15.03125,11.46875
67986,30.9375,27.5,91.25,20.1875
67987,42.375,40.5,33.75,8.6875
67988,53.75,23.1875,31.0625,7.328125
67989,51.625,30.5,39.625,9.15625
67990,38.5,36.875,32.5,11.3125
67991,87.0,12.375,15.03125,11.34375
67992,61.5,29.375,33.125,19.6875
67993,54.75,16.875,32.5,10.75
67994,34.25,20.0625,36.125,11.53125
67995,29.1875,11.53125,27.25,7.65625
67996,30.5,27.0,39.625,30.625
67997,58.0,31.5625,23.4375,11.28125
67998,47.375,21.4375,55.75,4.09375
67999,37.875,21.375,46.625,4.625
68000,42.5,40.75,40.75,6.296875
68001,83.75,39.75,56.875,12.96875
68002,54.75,36.0,17.75,14.875
68003,52.125,27.3125,31.875,12.5625
68004,36.5,24.25,10.4375,7.546875
68005,56.0,38.125,24.9375,8.65625
68006,74.5,26.8125,44.0,4.796875
68007,43.0,9.375,16.1875,11.9375
68008,70.5,32.125,15.40625,15.21875
68009,33.625,24.0,18.0,16.125
68010,123.75,45.625,11.0,1.30078125
68011,52.875,24.5,13.5,10.53125
68012,37.875,28.8125,19.4375,17.25
68013,99.75,14.25,19.25,4.59375
68014,39.5,9.9375,27.0625,0.2353515625
68015,56.5,35.625,28.5,7.234375
68016,58.25,24.6875,41.25,19.875
68017,84.5,10.71875,19.75,6.171875
68018,36.5,35.25,46.375,12.78125
68019,28.375,3.9609375,26.25,18.0625
68020,58.625,35.875,24.75,24.3125
68021,71.75,22.75,25.125,18.0
68022,82.0,18.625,17.0,3.9140625
68023,132.5,51.5,34.625,7.75
68024,48.625,17.375,29.25,7.828125
68025,53.75,15.84375,12.0,10.375
68026,90.5,70.0,58.25,34.875
68027,61.25,34.875,17.75,14.8125
68028,54.75,25.0,47.125,8.59375
68029,50.125,16.9375,22.3125,16.4375
68030,49.5,6.296875,22.1875,5.015625
68031,59.125,30.0625,33.875,19.5625
68032,59.375,19.4375,37.875,22.1875
68033,92.0,34.375,41.25,7.75
68034,47.625,35.75,16.3125,1.80078125
68035,34.125,26.1875,26.125,14.03125
68036,62.375,21.25,17.3125,7.4375
68037,51.25,34.0,28.375,10.40625
68038,66.5,20.9375,22.5,13.25
68039,114.5,13.84375,70.75,21.25
68040,57.0,10.4375,24.6875,19.5625
68041,55.875,51.5,25.625,15.5
68042,50.875,31.625,49.125,18.0625
68043,57.75,27.125,19.3125,5.71875
68044,89.0,32.25,5.859375,5.609375
68045,54.875,32.875,31.8125,19.875
68046,44.75,30.8125,16.5625,8.8125
68047,28.9375,19.625,33.5,14.875
68048,48.0,40.375,56.125,12.84375
68049,37.25,17.3125,48.625,16.3125
68050,55.375,33.5,27.5625,17.875
68051,57.0,36.375,25.4375,21.0625
68052,46.375,29.375,31.9375,11.34375
68053,72.75,24.6875,27.375,10.3125
68054,36.5,34.25,31.875,10.625
68055,30.875,30.3125,44.375,15.3125
68056,54.75,30.125,12.1875,4.546875
68057,76.75,8.4375,6.703125,6.5
68058,44.0,32.5,20.375,13.71875
68059,85.0,79.5,48.75,4.453125
68060,49.5,29.625,35.625,13.8125
68061,72.75,23.9375,38.75,15.28125
68062,77.25,15.65625,50.875,9.0625
68063,61.25,25.125,25.125,19.25
68064,96.5,16.9375,31.4375,7.9375
68065,58.625,21.0625,11.0,9.65625
68066,41.625,40.0,18.8125,8.09375
68067,132.0,85.75,73.25,13.78125
68068,41.75,28.5,43.0,2.5234375
68069,64.75,49.625,58.625,22.875
68070,77.0,22.125,20.75,10.0
68071,65.25,34.625,16.3125,15.1875
68072,73.0,27.1875,27.5625,8.71875
68073,71.5,21.9375,23.0625,4.53125
68074,31.4375,28.375,27.375,2.3359375
68075,63.375,33.875,30.1875,14.25
68076,50.625,41.25,28.3125,11.25
68077,79.75,17.75,23.0,5.671875
68078,82.75,25.75,30.5,4.109375
68079,70.75,21.3125,21.875,9.15625
68080,111.0,22.625,8.84375,7.234375
68081,69.25,16.75,26.375,8.40625
68082,47.375,16.3125,46.0,4.328125
68083,43.375,21.0,40.25,18.1875
68084,50.25,10.25,37.75,5.984375
68085,54.0,49.0,24.75,15.9375
68086,68.75,22.875,24.0,22.625
68087,81.25,73.5,30.3125,6.40625
68088,79.75,21.9375,24.1875,11.46875
68089,48.875,20.3125,21.125,14.9375
68090,67.0,46.75,22.0,7.484375
68091,45.125,7.65625,29.625,13.875
68092,67.0,18.3125,27.75,6.53125
68093,78.0,22.25,46.0,8.84375
68094,44.125,40.875,29.6875,8.53125
68095,33.25,10.84375,30.0625,15.4375
68096,44.0,26.625,40.875,11.9375
68097,56.5,26.125,44.75,3.671875
68098,35.75,24.375,44.375,4.125
68099,33.375,15.96875,14.5,14.34375
68100,46.75,22.75,24.875,5.484375
68101,32.375,26.0625,32.875,7.171875
68102,67.25,17.25,37.75,2.96875
68103,120.0,20.125,35.125,23.125
68104,50.125,30.5,24.9375,14.46875
68105,50.75,31.75,41.75,10.6875
68106,55.0,38.0,34.5,9.3125
68107,48.625,42.625,24.4375,19.3125
68108,36.75,24.4375,35.25,11.9375
68109,47.0,20.75,41.875,4.46875
68110,24.875,21.5,27.75,25.625
68111,62.0,32.125,41.875,17.625
68112,48.5,38.25,25.6875,7.671875
68113,29.625,24.5,20.5,17.1875
68114,30.8125,21.0625,20.375,18.25
68115,75.5,23.5625,19.4375,3.1953125
68116,44.375,25.4375,37.875,21.0625
68117,57.25,35.125,57.0,11.25
68118,55.125,29.6875,21.625,12.59375
68119,51.625,30.1875,26.625,5.921875
68120,46.125,34.25,16.625,8.59375
68121,88.25,26.625,32.625,8.6875
68122,42.125,14.78125,27.0625,5.3125
68123,49.5,24.125,39.125,10.34375
68124,74.5,26.625,43.75,10.84375
68125,51.125,22.8125,40.875,9.34375
68126,50.75,28.75,25.1875,21.75
68127,50.625,26.9375,17.6875,10.09375
68128,106.0,16.125,63.5,24.5
68129,68.5,24.6875,15.0625,13.40625
68130,74.75,35.0,63.125,11.96875
68131,52.75,30.375,24.375,1.12109375
68132,55.5,26.375,35.875,12.34375
68133,76.5,52.75,28.4375,13.6875
68134,43.5,29.625,18.25,8.40625
68135,74.25,21.75,44.125,7.40625
68136,49.125,18.875,21.5,17.875
68137,87.0,29.1875,23.75,1.703125
68138,70.0,42.25,17.0625,2.234375
68139,47.125,28.25,19.1875,13.5
68140,141.5,10.78125,22.6875,8.28125
68141,59.0,35.5,26.8125,18.75
68142,58.5,44.0,17.6875,15.375
68143,61.5,9.53125,36.25,17.5625
68144,76.75,23.25,15.4375,9.375
68145,45.5,9.875,20.3125,13.375
68146,46.75,35.625,31.5625,10.8125
68147,72.25,18.0,24.25,15.125
68148,83.0,31.375,20.3125,4.25
68149,39.375,31.5625,21.125,9.40625
68150,147.0,17.75,52.125,16.9375
68151,67.25,28.4375,37.625,7.96875
68152,52.75,25.5,24.3125,8.96875
68153,119.0,42.125,89.25,22.5625
68154,51.0,32.875,23.125,2.8125
68155,46.75,30.75,21.4375,10.78125
68156,50.125,39.875,22.375,21.1875
68157,69.75,24.5625,25.8125,11.125
68158,40.75,27.8125,45.375,10.8125
68159,79.75,20.375,21.5,2.1875
68160,59.625,32.75,21.9375,5.328125
68161,62.125,27.25,33.75,8.09375
68162,71.5,23.6875,39.0,4.78125
68163,55.125,33.375,23.9375,11.375
68164,65.5,19.0,24.125,7.09375
68165,50.5,41.375,42.875,10.15625
68166,36.25,13.34375,14.40625,7.65625
68167,48.125,37.25,25.75,17.4375
68168,96.0,35.75,26.0,6.625
68169,46.25,1.4375,10.90625,7.984375
68170,78.75,26.4375,97.25,5.078125
68171,47.125,28.75,45.875,12.6875
68172,70.5,14.625,72.75,12.875
68173,41.5,38.25,24.625,16.9375
68174,70.5,27.375,20.9375,19.5625
68175,51.125,32.75,24.5,23.375
68176,125.5,24.125,7.421875,5.703125
68177,80.5,19.4375,42.25,7.1875
68178,45.5,27.0625,49.625,8.28125
68179,54.5,15.84375,34.875,19.9375
68180,60.0,20.0,38.0,6.421875
68181,134.0,15.625,63.875,50.25
68182,34.75,31.875,47.25,16.625
68183,44.75,22.875,15.09375,7.875
68184,49.375,27.5,36.25,14.40625
68185,66.5,29.875,28.0625,17.0625
68186,81.5,76.25,130.0,26.625
68187,41.25,33.25,41.0,12.09375
68188,29.4375,1.40625,31.8125,14.34375
68189,78.0,23.375,53.75,4.8125
68190,74.5,26.5,23.5,11.15625
68191,47.375,33.375,17.75,13.34375
68192,39.875,23.9375,35.375,26.5
68193,51.0,33.25,52.375,4.984375
68194,109.5,38.375,47.875,16.1875
68195,71.25,14.0625,23.3125,13.90625
68196,123.5,6.25,17.25,13.34375
68197,44.25,35.75,10.84375,6.203125
68198,53.5,19.3125,34.0,18.6875
68199,47.875,28.0,24.875,23.375
68200,48.5,40.125,32.875,5.671875
68201,100.75,10.5,109.0,42.875
68202,110.75,39.25,62.5,15.1875
68203,95.25,23.25,16.6875,10.96875
68204,48.25,45.75,18.25,16.8125
68205,36.0,16.5625,17.75,15.6875
68206,42.75,38.0,31.375,10.78125
68207,49.375,15.03125,16.8125,6.3125
68208,66.25,30.9375,23.1875,15.28125
68209,42.375,7.953125,35.25,10.6875
68210,43.25,37.0,23.5,19.9375
68211,46.5,28.3125,46.125,20.6875
68212,38.75,37.125,20.875,19.625
68213,85.0,11.09375,6.390625,0.765625
68214,39.0,38.75,30.25,4.65625
68215,49.75,19.5625,27.9375,10.625
68216,37.25,31.875,26.625,13.84375
68217,47.75,3.640625,38.25,19.75
68218,59.75,37.5,17.375,4.65625
68219,54.0,33.75,38.0,4.03125
68220,54.5,33.5,21.75,13.15625
68221,41.875,35.875,34.0,17.0625
68222,89.75,34.125,71.0,43.875
68223,42.375,13.75,25.875,7.875
68224,28.0,26.125,33.75,7.0625
68225,57.25,25.0,44.625,5.5625
68226,60.5,30.5625,31.375,7.234375
68227,80.5,23.6875,18.1875,8.3125
68228,47.375,11.375,24.875,20.875
68229,94.5,19.8125,46.5,6.890625
68230,76.0,15.84375,26.8125,21.8125
68231,42.25,1.33984375,58.5,7.4375
68232,58.625,40.5,15.0,11.65625
68233,56.625,27.5,27.875,13.84375
68234,18.5625,5.40625,23.75,18.875
68235,58.875,21.75,34.0,19.125
68236,78.5,27.0,23.0625,7.3125
68237,69.0,20.5625,19.8125,15.75
68238,19.375,11.375,32.125,11.34375
68239,50.0,29.8125,51.375,6.609375
68240,65.75,18.4375,13.9375,11.78125
68241,61.875,11.125,14.46875,8.8125
68242,52.875,34.125,32.75,23.0
68243,60.125,30.75,25.5625,17.4375
68244,39.5,33.0,41.5,6.40625
68245,57.875,10.84375,13.96875,5.65625
68246,61.875,30.25,34.0,4.234375
68247,51.75,31.4375,34.625,14.34375
68248,41.75,33.625,8.25,6.734375
68249,60.25,14.65625,7.21875,1.078125
68250,44.25,37.125,30.3125,21.4375
68251,44.75,39.875,21.9375,14.90625
68252,43.375,26.5625,24.5625,21.8125
68253,133.5,15.9375,34.25,31.25
68254,60.5,22.875,14.0625,11.1875
68255,33.875,29.0625,30.5625,21.75
68256,59.5,19.5,39.25,7.765625
68257,46.875,20.375,16.875,14.78125
68258,44.125,15.71875,53.5,4.984375
68259,60.5,41.0,25.625,9.65625
68260,80.25,24.1875,19.875,10.375
68261,23.0625,21.0625,43.5,13.84375
68262,80.5,19.8125,32.25,25.0625
68263,90.0,21.625,28.375,5.8125
68264,60.5,7.3125,23.0625,15.375
68265,41.875,28.3125,28.4375,23.875
68266,35.0,16.4375,38.75,6.921875
68267,68.25,26.0625,20.0625,13.34375
68268,62.5,24.25,40.625,29.75
68269,78.5,23.6875,25.25,16.6875
68270,64.5,17.875,23.625,0.63671875
68271,64.5,56.25,20.4375,17.125
68272,51.625,36.125,30.0,8.8125
68273,44.125,39.125,36.875,36.375
68274,50.25,30.125,19.0,14.84375
68275,72.25,29.5,23.375,12.6875
68276,39.0,10.03125,25.1875,16.375
68277,83.25,14.03125,35.875,32.25
68278,47.375,26.8125,38.375,28.0
68279,81.0,21.375,46.125,11.125
68280,45.375,16.4375,19.875,19.375
68281,31.4375,26.5,18.6875,9.46875
68282,42.375,42.0,16.125,11.5625
68283,198.5,7.078125,31.5,10.09375
68284,53.375,23.0625,50.25,17.9375
68285,50.375,35.0,32.5,7.984375
68286,48.75,20.1875,32.25,1.4140625
68287,69.25,23.6875,21.8125,21.3125
68288,43.375,40.0,42.375,6.296875
68289,45.25,38.25,19.5,19.5
68290,17.6875,13.09375,27.1875,6.8125
68291,98.25,13.28125,49.125,9.8125
68292,67.0,34.125,15.28125,10.9375
68293,58.5,28.4375,30.5,17.75
68294,28.0625,23.3125,42.5,8.40625
68295,56.375,23.5,19.75,16.8125
68296,60.625,30.25,10.34375,4.859375
68297,40.125,26.75,62.125,2.9609375
68298,67.0,25.0,28.125,8.375
68299,33.625,33.25,20.0625,17.75
68300,38.25,16.375,21.4375,21.125
68301,54.125,31.4375,43.875,13.125
68302,89.0,9.71875,16.4375,9.59375
68303,64.5,24.6875,27.0625,21.4375
68304,52.5,36.25,39.625,12.9375
68305,39.125,31.3125,16.6875,11.21875
68306,77.25,31.75,18.4375,11.6875
68307,72.5,50.875,3.71875,1.54296875
68308,84.5,58.0,118.75,45.375
68309,49.875,22.3125,43.5,18.375
68310,43.5,18.0625,17.3125,12.84375
68311,69.0,25.1875,40.625,3.2421875
68312,62.5,39.0,40.375,23.6875
68313,39.5,33.125,45.125,23.125
68314,60.625,21.3125,28.1875,14.90625
68315,46.875,23.25,18.75,14.625
68316,33.75,8.625,48.375,4.953125
68317,58.75,36.875,12.4375,2.4921875
68318,57.0,14.21875,47.875,9.25
68319,58.5,38.125,19.9375,2.515625
68320,44.625,40.625,31.3125,20.9375
68321,81.25,12.125,19.125,7.046875
68322,72.0,20.625,15.71875,10.46875
68323,48.375,23.0,28.0625,8.84375
68324,55.25,16.875,28.375,6.421875
68325,93.75,7.078125,22.5625,21.75
68326,84.25,15.71875,29.875,19.0
68327,36.25,33.25,35.25,11.15625
68328,36.625,28.375,17.75,6.34375
68329,75.75,8.5625,48.0,15.375
68330,66.25,29.375,34.0,11.84375
68331,68.0,34.125,17.375,11.65625
68332,42.125,25.1875,52.875,7.765625
68333,85.25,35.875,47.125,40.625
68334,58.25,21.875,27.5625,11.90625
68335,42.875,37.5,26.9375,10.09375
68336,49.25,10.3125,22.6875,11.4375
68337,52.375,30.3125,17.0,14.5
68338,71.25,25.6875,50.875,9.78125
68339,35.875,32.375,21.375,14.78125
68340,54.5,5.625,38.625,12.03125
